Asset Name,Asset Id,Data Date (UTC), Latitude, Longitude, Speed, Heading, Report Body
iES 7360,300434064057360,2023-06-22 11:07:32, 71° 7.93807 ', -165° 10.13575 ', 0.00, 0.0000000, 01-7B-B6-37-50-84-5C-4B-46-2D
iES 7360,300434064057360,2023-06-22 10:37:20, 71° 5.17196 ', -165° 6.94670 ', 8.00, 315.0000000, 01-7B-7D-4B-A2-C9-AF-47-D4-BB
iES 7360,300434064057360,2023-06-22 08:39:55, 71° 3.56070 ', -165° 0.53644 ', 0.00, 0.0000000, 8F-C4-0C-8F-54-28-DE-93
iES 7360,300434064057360,2023-06-22 08:37:55, 71° 3.79823 ', -165° 0.80166 ', 0.00, 0.0000000, CA-5C-43-58-88-E5-EB-D7
iES 7360,300434064057360,2023-06-22 08:07:55, 71° 0.58667 ', -165° 9.87954 ', 0.00, 0.0000000, E8-C2-C4-62-A2-4B-57-5B
iES 7360,300434064057360,2023-06-22 07:37:55, 70° 58.28662 ', -165° 10.52713 ', 4.00, 45.0000000, 01-7B-0F-D8-9D-69-56-E4-B1-87
iES 7360,300434064057360,2023-06-22 06:37:59, 70° 56.03549 ', -165° 10.01215 ', 0.00, 0.0000000, 94-7C-41-8F-44-4F-7A-D0
iES 7360,300434064057360,2023-06-22 06:07:59, 70° 55.40464 ', -165° 8.80322 ', 4.00, 270.0000000, 01-7B-D0-4A-32-08-2B-67-AD-39
iES 7360,300434064057360,2023-06-22 05:37:28, 70° 53.66914 ', -165° 10.83741 ', 4.00, 0.0000000, 01-7B-10-E6-DE-F0-2A-F1-B3-8A
iES 7360,300434064057360,2023-06-22 05:07:16, 70° 51.65362 ', -165° 16.02587 ', 4.00, 45.0000000, 01-7B-87-9D-7C-BC-A4-2F-89-79
iES 7360,300434064057360,2023-06-22 04:37:50, 70° 49.69218 ', -165° 23.88582 ', 4.00, 0.0000000, 01-7B-7E-FA-2E-6A-E1-D5-DD-05
iES 7360,300434064057360,2023-06-22 04:07:50, 70° 49.32782 ', -165° 24.91708 ', 0.00, 0.0000000, 01-7B-9E-C7-09-80-F2-C3-F7-CA
iES 7360,300434064057360,2023-06-09 01:43:56, 70° 44.67752 ', -165° 33.99496 ', 0.00, 0.0000000, 01-2C-5C-EA-18-1F-4C-77
iES 7360,300434064057360,2023-06-09 01:43:56, 70° 43.34242 ', -165° 31.02865 ', 0.00, 0.0000000, D6-D2-D8-87-09-73-A5-DA
iES 7360,300434064057360,2023-06-09 01:13:56, 70° 35.85906 ', -165° 15.93962 ', 4.00, 0.0000000, D9-EF-3A-41-F6-B9-49-73
iES 7360,300434064057360,2023-06-09 01:11:56, 70° 42.12642 ', -165° 32.09725 ', 0.00, 0.0000000, CF-B1-7C-C2-AF-02-94-6F
iES 7360,300434064057360,2023-06-09 01:11:56, 70° 42.30151 ', -165° 32.39594 ', 0.00, 0.0000000, C2-F0-04-E8-F6-59-4F-15
iES 7360,300434064057360,2023-06-09 01:11:56, 70° 42.41545 ', -165° 32.60321 ', 0.00, 0.0000000, 83-EF-C2-E8-FB-2A-8B-E4
iES 7360,300434064057360,2023-06-09 01:11:56, 70° 42.01827 ', -165° 31.64277 ', 0.00, 0.0000000, F7-FD-E7-1F-18-9C-B3-80
iES 7360,300434064057360,2023-06-09 01:11:56, 70° 40.27312 ', -165° 28.35460 ', 0.00, 0.0000000, A9-DE-EC-5C-A4-8E-06-F4
iES 7360,300434064057360,2023-06-09 01:11:56, 70° 37.99882 ', -165° 21.04568 ', 0.00, 0.0000000, C9-A1-99-F6-CA-81-2A-B7
iES 7360,300434064057360,2023-06-09 00:43:56, 70° 35.71808 ', -165° 15.47356 ', 0.00, 0.0000000, 58-52-A9-B0-1F-55-93-96
iES 7360,300434064057360,2023-06-09 00:41:56, 37° 20.31100 ', -122° 0.19172 ', 0.00, 0.0000000, 7F-69-2A-81-EC-E1-E7-EB
