Asset Name,Asset Id,Data Date (UTC), Latitude, Longitude, Speed, Heading, Report Body
iES 6620,300434064056620,2023-06-12 16:26:31, 37° 20.33418 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-42-9C-B3-FF-17-30-5E-1A
iES 6620,300434064056620,2023-06-12 14:56:12, 37° 20.34126 ', -122° 0.19172 ', 0.00, 0.0000000, 0D-B4-5F-EC-76-4E-24-DA
iES 6620,300434064056620,2023-06-12 14:56:12, 37° 20.34126 ', -122° 0.19558 ', 0.00, 0.0000000, DF-07-22-43-3B-B2-70-03
iES 6620,300434064056620,2023-06-12 14:26:12, 37° 20.33997 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-0B-13-CE-45-29-7F-43-12
iES 6620,300434064056620,2023-06-12 13:55:15, 37° 20.33740 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-2F-36-9C-B2-CC-E2-91-4C
iES 6620,300434064056620,2023-06-12 13:26:06, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-67-37-1D-A7-84-33-D2-17
iES 6620,300434064056620,2023-06-12 12:57:43, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-2C-2C-AC-9B-CE-08-FC-88
iES 6620,300434064056620,2023-06-12 12:26:12, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-0A-49-81-42-C8-FC-96-96
iES 6620,300434064056620,2023-06-12 10:56:46, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 14-51-36-0B-5F-EF-C5-D9
iES 6620,300434064056620,2023-06-12 10:26:46, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 14-51-36-0B-5F-EF-C5-D9
iES 6620,300434064056620,2023-06-12 09:56:46, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-2C-2C-AC-9B-CE-08-FC-88
iES 6620,300434064056620,2023-06-12 09:26:14, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-0A-49-81-42-C8-FC-96-96
iES 6620,300434064056620,2023-06-12 08:56:44, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-2C-2C-AC-9B-CE-08-FC-88
iES 6620,300434064056620,2023-06-12 08:27:18, 37° 20.34383 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-38-08-20-FC-9E-58-C7-E8
iES 6620,300434064056620,2023-06-12 07:56:07, 37° 20.34254 ', -122° 0.20201 ', 0.00, 0.0000000, 01-7B-8D-3D-BB-CB-70-60-6C-AF
iES 6620,300434064056620,2023-06-12 07:26:12, 37° 20.33997 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-0B-13-CE-45-29-7F-43-12
iES 6620,300434064056620,2023-06-12 06:56:17, 37° 20.33933 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-B0-04-9A-78-49-CF-FC-F5
iES 6620,300434064056620,2023-06-12 06:26:08, 37° 20.33933 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-B0-04-9A-78-49-CF-FC-F5
iES 6620,300434064056620,2023-06-12 05:56:11, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-67-37-1D-A7-84-33-D2-17
iES 6620,300434064056620,2023-06-12 04:26:07, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 14-51-36-0B-5F-EF-C5-D9
iES 6620,300434064056620,2023-06-12 03:56:07, 37° 20.34577 ', -122° 0.19816 ', 0.00, 0.0000000, 85-13-45-53-F7-70-92-A0
iES 6620,300434064056620,2023-06-12 03:26:07, 37° 20.34190 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-BF-1F-F4-2B-76-E4-F4-58
iES 6620,300434064056620,2023-06-12 02:56:13, 37° 20.34061 ', -122° 0.19558 ', 0.00, 0.0000000, 01-7B-DA-8E-A4-C0-52-B5-F2-13
iES 6620,300434064056620,2023-06-12 02:26:38, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-2C-2C-AC-9B-CE-08-FC-88
